STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/6/2017,,83,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/7/2017,,83,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/8/2017,,83,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/9/2017,,83,90,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/10/2017,,83,90,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/11/2017,,84,90,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/12/2017,,84,90,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/13/2017,,85,92,79
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/14/2017,,84,89,80
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/15/2017,,84,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/16/2017,,83,89,80
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/17/2017,,83,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/18/2017,,82,89,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/19/2017,,82,89,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/20/2017,,82,89,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/21/2017,,83,90,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/22/2017,,82,90,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/23/2017,,82,88,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/24/2017,,82,88,79
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/25/2017,,82,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/26/2017,,82,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/27/2017,,82,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/28/2017,,80,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/29/2017,,79,87,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/30/2017,,80,87,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/31/2017,,82,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/1/2017,,81,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/2/2017,,80,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/3/2017,,81,86,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/4/2017,,82,88,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/5/2017,,82,88,78
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/6/2017,,81,86,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/7/2017,,80,,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/8/2017,,81,86,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/9/2017,,80,,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/10/2017,,79,86,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/11/2017,,79,89,67
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/12/2017,,84,,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/13/2017,,81,87,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/14/2017,,80,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/15/2017,,82,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/16/2017,,81,,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/17/2017,,80,93,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/18/2017,,81,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/19/2017,,81,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/20/2017,,81,88,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/21/2017,,81,88,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/22/2017,,80,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/23/2017,,78,84,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/24/2017,,78,,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/25/2017,,78,82,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/26/2017,,77,85,67
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/27/2017,,77,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/28/2017,,79,84,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/29/2017,,77,84,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/30/2017,,76,,66
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/1/2017,,80,,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/2/2017,,78,83,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/3/2017,,76,81,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/4/2017,,76,82,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/5/2017,,76,81,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/6/2017,,75,82,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/7/2017,,77,,64
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/8/2017,,78,86,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/9/2017,,75,79,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/10/2017,,75,81,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/11/2017,,74,,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/12/2017,,74,,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/13/2017,,74,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/14/2017,,73,80,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/15/2017,,74,80,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/16/2017,,75,,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/17/2017,,75,81,66
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/18/2017,,74,,64
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/19/2017,,74,81,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/20/2017,,74,,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/21/2017,,73,80,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/22/2017,,72,,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/23/2017,,70,80,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/24/2017,,72,,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/25/2017,,74,87,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/26/2017,,76,91,64
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/27/2017,,72,79,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/28/2017,,70,77,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/29/2017,,72,,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/30/2017,1.11,71,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/31/2017,0.03,71,79,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/1/2017,0,71,79,62
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/2/2017,,70,74,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/3/2017,,69,74,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/4/2017,,67,78,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/5/2017,,66,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/6/2017,,67,72,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/7/2017,,67,,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/8/2017,,70,76,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/9/2017,,68,,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/10/2017,,68,76,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/11/2017,,68,76,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/12/2017,,68,,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/13/2017,,68,82,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/14/2017,,64,,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/15/2017,,66,79,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/16/2017,,68,78,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/17/2017,,68,77,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/18/2017,,68,76,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/19/2017,,66,75,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/20/2017,1.5,66,73,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/21/2017,0.24,66,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/22/2017,0.04,65,70,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/23/2017,0,64,71,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/24/2017,,62,70,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/25/2017,,63,,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/26/2017,0.64,62,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/27/2017,0.08,61,72,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/28/2017,0,64,,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/29/2017,,64,71,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/30/2017,,63,73,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/1/2017,,64,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/2/2017,,66,,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/3/2017,,67,78,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/4/2017,,65,75,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/5/2017,,68,74,64
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/6/2017,,62,65,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/7/2017,0.16,61,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/8/2017,0,59,71,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/9/2017,,60,69,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/10/2017,,64,70,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/11/2017,,65,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/12/2017,,67,,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/13/2017,,67,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/14/2017,,66,72,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/15/2017,,66,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/16/2017,,63,72,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/17/2017,,64,74,52
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/18/2017,,64,73,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/19/2017,,66,71,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/20/2017,,67,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/21/2017,,67,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/22/2017,,68,75,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/23/2017,,65,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/24/2017,,58,63,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/25/2017,,59,64,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/26/2017,,60,,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/27/2017,,63,,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/28/2017,,61,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/29/2017,,58,,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/30/2017,,55,67,45
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/31/2017,,55,60,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/1/2018,0.39,61,66,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/2/2018,,59,67,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/3/2018,,58,,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/4/2018,0.12,60,65,52
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/5/2018,0.31,61,,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/6/2018,0,60,66,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/7/2018,,59,69,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/8/2018,,61,69,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/9/2018,,60,70,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/10/2018,,58,66,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/11/2018,,58,68,45
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/12/2018,,61,,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/13/2018,,58,,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/14/2018,,59,67,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/15/2018,,62,67,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/16/2018,,59,65,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/17/2018,,62,,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/18/2018,,59,68,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/19/2018,0.24,59,,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/20/2018,0,56,65,43
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/21/2018,,57,69,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/22/2018,,62,68,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/23/2018,9.93,59,62,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/24/2018,0.12,57,62,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/25/2018,0.43,55,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/26/2018,0.31,55,,52
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/27/2018,0.24,58,64,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/28/2018,0.02,60,65,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/29/2018,0,61,65,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/30/2018,,58,65,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/31/2018,,59,67,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/1/2018,,57,64,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/2/2018,,60,,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/3/2018,,60,70,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/4/2018,,62,78,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/5/2018,,64,77,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/6/2018,,65,,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/7/2018,,65,,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/8/2018,,67,,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/9/2018,,64,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/10/2018,,67,78,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/11/2018,,64,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/12/2018,0.16,58,63,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/13/2018,0.39,60,65,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/14/2018,0.04,57,69,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/15/2018,0,57,67,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/16/2018,,55,,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/17/2018,,58,,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/18/2018,,62,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/19/2018,,60,68,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/20/2018,,62,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/21/2018,,62,70,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/22/2018,,61,71,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/23/2018,,63,73,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/24/2018,,63,74,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/25/2018,,62,,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/26/2018,0.08,63,72,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/27/2018,0.28,62,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/28/2018,0,62,74,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/1/2018,,62,71,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/2/2018,,63,75,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/3/2018,,69,86,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/4/2018,,67,79,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/5/2018,,69,84,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/6/2018,,66,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/7/2018,,66,86,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/8/2018,,67,73,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/9/2018,,64,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/10/2018,,63,70,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/11/2018,,63,70,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/12/2018,,61,71,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/13/2018,,65,81,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/14/2018,,64,71,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/15/2018,,63,70,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/16/2018,,64,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/17/2018,,63,,52
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/18/2018,,67,81,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/19/2018,,66,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/20/2018,,66,82,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/21/2018,,69,87,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/22/2018,,73,91,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/23/2018,,65,71,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/24/2018,,63,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/25/2018,,63,76,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/26/2018,,65,,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/27/2018,,65,81,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/28/2018,,68,81,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/29/2018,0.04,63,69,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/30/2018,0.04,64,70,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/31/2018,0,63,71,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/1/2018,,65,,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/2/2018,,63,78,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/3/2018,,66,,62
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/4/2018,,67,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/5/2018,,66,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/6/2018,,66,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/7/2018,,66,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/8/2018,,65,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/9/2018,,64,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/10/2018,,66,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/11/2018,,65,81,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/12/2018,,72,86,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/13/2018,,74,91,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/14/2018,,75,88,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/15/2018,,74,87,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/16/2018,,74,90,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/17/2018,,77,91,64
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/18/2018,,71,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/19/2018,,69,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/20/2018,,70,76,65
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/21/2018,,69,74,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/22/2018,,68,75,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/23/2018,,67,73,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/24/2018,,66,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/25/2018,,69,74,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/26/2018,,70,77,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/27/2018,,70,78,64
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/28/2018,,72,,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/29/2018,,76,96,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/30/2018,,80,95,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/1/2018,,75,83,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/2/2018,,75,81,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/3/2018,,81,99,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/4/2018,,74,83,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/5/2018,,70,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/6/2018,,71,78,66
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/7/2018,,70,77,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/8/2018,,70,76,64
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/9/2018,,72,,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/10/2018,,76,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/11/2018,,72,,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/12/2018,,72,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/13/2018,,69,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/14/2018,,72,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/15/2018,,72,81,67
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/16/2018,,75,82,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/17/2018,,77,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/18/2018,,79,90,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/19/2018,,78,86,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/20/2018,,82,95,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/21/2018,,86,,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/22/2018,,85,105,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/23/2018,,80,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/24/2018,,80,96,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/25/2018,,76,82,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/26/2018,,76,82,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/27/2018,,76,,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/28/2018,,76,83,67
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/29/2018,,76,82,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/30/2018,,76,81,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/31/2018,,76,83,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/1/2018,,76,82,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/2/2018,,76,,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/3/2018,,77,,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/4/2018,,77,83,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/5/2018,,76,83,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/6/2018,,77,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/7/2018,,80,89,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/8/2018,,81,88,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/9/2018,,81,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/10/2018,,79,86,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/11/2018,,79,,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/12/2018,,79,85,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/13/2018,,80,86,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/14/2018,,81,94,67
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/15/2018,,86,105,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/16/2018,,82,90,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/17/2018,,79,86,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/18/2018,,78,84,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/19/2018,,79,87,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/20/2018,,80,87,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/21/2018,,83,94,73
